Operadora,Código do Cliente,Razão Social do Cliente,Código do Associado,Nome do Associado,Tipo de Associado,Sexo,Data de Nascimento,Grupo Tipo de Atendimento,Valor,Data do Atendimento,Competência,CGC do Prestador Local,Nome do Prestador Local,Especialidade - Descrição,Prestador Local Próprio,Cidade do Prestador Local,Estado do Prestador Local,Código do Procedimento,Nome do Procedimento,Código do CID,Qtd Procedimentos,Cód do Grupo de Contrato,Plano - Código,Plano - Descrição,GUIA,Especialidade - Codigo,Classe de procedimento,Grupo Familiar,CPF Titular,Carteirinha Titular,Nome Titular
D,7431,Schroeder Inc,57981,Scott Mcconnell,staff,M,1972-09-22,education,69358.47587825972,2003-07-13,April 2010,72457607,Murphy Ltd,since,Sim,Lake Amandaville,MO,780,occur,D03,1,1,554,account,48457,1319,C,Sim,831-42-4844,296823,Kevin Murray
D,9630,Russell-Hayes,81772,Kathryn Williamson,top,F,1959-11-21,political,73351.16807600383,2021-11-21,October 2018,37593910,"Reed, Goodman and Gonzalez",daughter,Sim,Lake Amy,UT,506,inside,A00,4,2,282,spend,45184,9340,C,Não,433-48-3301,773671,William Warner
C,8006,Morales-Miller,51235,Elizabeth Arnold,center,F,1987-07-09,defense,29655.20380650004,2020-04-23,March 2016,38681159,Castillo-Casey,sound,Sim,South Kaitlyn,IN,207,game,D03,5,7,673,far,51629,2386,C,Sim,213-67-2270,188234,Tiffany Johnson
C,9946,Peters-Gregory,38443,Suzanne Glenn,now,F,1989-01-26,idea,3480.960005935465,2008-11-09,October 2022,98925562,"Carter, Salazar and Rosario",too,Sim,New William,OR,925,report,C02,5,4,522,protect,99646,5299,C,Sim,362-10-0627,155860,Deborah Williams
D,5720,"Hill, Sanchez and Berg",22912,Michael Johnson,throughout,F,1967-09-05,senior,90327.27619878497,2006-09-23,January 1980,68081836,Aguirre-Logan,say,Não,New Felicia,RI,801,style,B01,3,7,433,point,19647,1757,B,Sim,202-73-4116,182887,Robert Martin
D,7341,Clark-Watson,91228,Michael Fowler,kid,F,1971-09-18,church,22345.21499465017,2007-09-08,February 1989,17185835,Perez Ltd,coach,Sim,Kevinhaven,DC,713,need,C02,1,9,929,three,17575,1579,B,Não,300-31-0719,624205,Luis Gonzalez
D,8191,Walker-Williams,48641,David Hunter,fine,F,1992-02-06,keep,8830.663600106936,2007-05-28,July 1977,63350492,"Bell, Taylor and Pineda",by,Não,Moralesside,NJ,339,week,B01,2,1,931,material,90437,4599,B,Não,180-99-3345,443321,Charles Johnson
C,3288,Hunt-Weaver,37473,Mark Wilson,painting,M,1998-11-15,maintain,65280.66354188868,2015-03-10,March 1978,99534419,Davis-Robinson,policy,Sim,Weissview,AZ,238,natural,A00,4,4,832,black,98838,8970,C,Sim,488-23-3162,188562,Walter Walker
D,4967,"Ingram, Jacobs and Rodgers",92042,Anthony Weber,avoid,M,1974-12-07,three,76139.77212791929,2005-01-30,October 2004,80352903,Martinez and Sons,skin,Sim,Larryville,ND,977,four,A00,2,6,914,ability,87694,9422,A,Sim,164-88-5699,121785,Matthew Smith
D,1943,Peterson Group,51776,Chloe Frederick,special,M,1979-01-09,history,89378.22006693616,2003-10-07,May 2004,91679464,"Sparks, Mcfarland and Mccormick",factor,Sim,West Amandaport,MA,339,process,D03,2,4,541,yard,60566,9009,A,Não,683-77-5329,957936,Melissa Gregory
B,2404,Osborne-Hudson,30695,Deborah Garcia,close,F,1972-10-23,beautiful,86600.60674954542,2009-10-09,May 2006,58632342,Boyd Ltd,reveal,Não,Myersbury,MD,379,training,B01,1,4,408,pull,71002,3873,B,Sim,194-78-7622,540914,Jeremy Valdez
C,8135,Meyers and Sons,85751,John Cook,move,M,1953-11-08,individual,80797.55987851426,2010-10-12,July 2013,72379143,Salazar-Garcia,in,Sim,Lake Nicole,SC,775,else,C02,5,3,790,air,38229,4706,C,Sim,754-74-8929,207861,Samantha Richmond
A,4567,"Daniels, Burnett and Miranda",38871,Anthony Smith,down,M,1986-04-15,opportunity,33790.253761607666,2004-04-01,August 1987,66372751,"Cooper, Baker and Hall",research,Não,Harrishaven,PR,526,should,D03,4,9,584,them,81162,7108,B,Não,614-48-4362,574001,Christian Diaz
D,7748,"Smith, Fisher and Hall",28523,Joseph Smith,oil,M,1968-01-29,these,31543.6236808627,2000-10-06,March 1994,82438892,Lewis and Sons,generation,Não,Port Jose,AS,870,institution,D03,4,5,443,take,45659,8423,B,Não,518-11-5787,296867,Christina Terry
B,4069,Watts-Marks,25820,William Payne,agency,F,1970-04-27,from,63748.66510462981,2019-11-09,October 1986,81159119,"Kennedy, Ruiz and Brown",realize,Não,East Jessica,PR,816,along,A00,1,10,662,short,18711,5095,B,Não,035-15-0934,582529,Jeffrey Mcdonald
B,7043,"Avila, Nguyen and Smith",80469,Caleb Sanchez,operation,M,1996-01-26,everything,91184.87210785662,2015-06-24,May 1996,43651743,"Thomas, Lowery and Zimmerman",special,Sim,Lake Aaron,ME,551,color,D03,1,10,837,team,65972,2364,B,Não,023-98-0522,800657,Jennifer Smith
A,4334,Petty-Olson,24861,Joseph Jackson,value,M,2001-03-16,old,96242.22545057519,2004-03-31,February 2001,78686194,Fox and Sons,movement,Não,East Heatherbury,VI,545,white,B01,4,5,780,attack,16901,7261,C,Não,535-54-3982,287999,Seth Johnson
B,9833,"Rhodes, Avila and Cooper",80806,Deborah Hawkins,response,F,1981-03-14,trade,62980.22705161752,2022-09-02,August 1972,51120083,Evans-Gallagher,vote,Não,West Dianabury,SD,814,right,D03,1,3,354,window,74857,1760,B,Sim,662-32-7758,523221,Jerry Crawford
B,2769,Rice LLC,30544,Todd Anderson,quite,M,1988-09-05,hear,32703.567743448708,2010-06-30,October 2000,17007239,Hoffman-Garcia,safe,Sim,Lake Amyberg,MA,996,job,D03,5,4,191,visit,91727,7397,C,Não,497-13-8767,243044,Anthony Chan
A,1062,Richardson and Sons,27071,Mark Rios,will,F,1989-01-17,age,7785.410930097061,2007-12-16,June 1983,23193348,"Ruiz, Phillips and Henderson",us,Sim,Jessicaview,NH,982,high,A00,1,8,943,forget,54573,2598,B,Sim,418-02-1288,911462,Michelle Atkinson
C,7707,"Reed, Howard and Holloway",79083,Daniel Valdez,scene,F,2002-11-11,remain,14456.328715752343,2005-12-13,March 1995,25993872,Dixon-Campbell,call,Não,East Sophia,PR,625,century,B01,2,2,831,might,74703,6488,C,Sim,202-62-3242,613271,Richard Kelley
B,8383,Williams-Young,33803,Samantha Walker,month,F,1964-09-08,sound,25574.160688338037,2010-02-24,September 1970,85103273,Herring-Klein,government,Sim,Morsebury,VA,927,customer,D03,3,7,676,yard,79713,8865,C,Não,868-67-7677,468027,Christopher Price
C,3428,Best Ltd,96018,Steven Lamb,word,F,1966-10-07,kid,99285.87991153296,2010-04-24,January 1981,95343436,"Martinez, Ray and Perry",cut,Não,Markview,GU,686,training,C02,5,8,295,image,40234,5330,C,Sim,285-92-5847,727804,Kelsey Anderson
D,7765,Rocha-Martinez,85124,Joshua Perry,professor,F,1981-12-25,grow,93020.48539683926,2009-10-04,June 1978,31027769,Ruiz-Watson,team,Sim,West Christopher,GA,142,fund,D03,1,2,818,television,53398,4756,C,Não,288-72-8097,615401,Makayla Lynn
C,9803,Mora Ltd,54692,James Howell,woman,M,1955-10-03,at,51366.5061332193,2000-09-22,April 1980,41685363,Wolf-Curry,prevent,Sim,West Tinatown,WI,728,fact,C02,4,5,771,true,81420,9374,B,Sim,080-97-2737,853408,Teresa Walter MD
D,5442,Smith Inc,21817,Casey Robertson,capital,F,1977-05-28,fast,68617.75198334514,2015-11-05,August 1998,54068977,"Chang, Stephens and Peterson",after,Sim,Byrdmouth,ME,884,many,C02,2,4,996,agent,69156,2090,A,Não,032-28-6267,287327,Michael Simmons
D,6028,Bishop Inc,18996,Brian Yates,bag,F,2004-12-02,technology,25155.20102874664,2006-08-26,August 1972,77063049,Trujillo Ltd,character,Sim,Leahview,NE,266,always,D03,3,2,682,smile,46651,6853,C,Sim,461-85-0283,634511,Savannah Smith
C,9696,Norris-Walsh,44370,Jennifer Dean,place,F,1975-02-18,price,23240.301186867964,2005-03-15,February 2012,79803409,"Williams, Cantrell and Harper",couple,Sim,Cortezburgh,HI,717,carry,A00,2,4,539,fill,44944,2558,C,Não,811-51-2911,979151,Melissa Hill
D,7597,Carroll-Logan,52219,Melinda Harvey,next,M,1998-12-12,bank,6774.675189481911,2021-01-27,January 2012,71344292,"Martin, Evans and Schmidt",operation,Sim,East Katherinebury,MT,622,speak,B01,1,10,104,travel,23724,8879,A,Sim,079-92-1360,251311,Katelyn Scott
B,4022,Michael-Smith,44805,Justin Rodriguez II,western,M,2004-03-15,real,34997.57160874229,2006-07-03,June 1977,77621650,"Thomas, Harris and Kerr",second,Não,New Miguelstad,PW,520,fall,C02,2,1,316,when,87201,7199,B,Não,156-77-3566,901315,Clinton White
A,2106,Bond PLC,56479,Jennifer Brown,seek,M,1970-12-21,action,13789.656117875353,2004-01-11,February 1988,24284654,Martinez-Williams,hour,Sim,Lake Michaelland,DE,929,another,C02,5,4,133,walk,28043,9904,C,Sim,717-32-2565,136742,Mary Cunningham
B,6666,Roberts-Howard,18808,Christian Thompson,grow,F,1964-06-26,individual,62761.36481826934,2019-07-03,July 1972,12177911,Jackson Group,Mr,Não,Reyesland,NE,604,tough,A00,4,3,125,able,40267,4805,C,Não,305-52-4357,232339,Steven Rasmussen
D,7338,"Morris, Jackson and Marshall",49094,Hannah Gordon,history,M,2001-05-21,establish,86038.94229790391,2019-10-14,July 1995,44575695,"Steele, Ramos and Perez",deep,Não,Sandersmouth,MA,620,economic,C02,4,5,712,he,24419,2541,B,Não,444-73-3098,387333,Vincent Ferguson
D,8110,"Lawrence, Ayers and Ayers",71649,Erin Franco,on,M,1983-09-07,scientist,80234.667937805,2013-11-29,June 1977,16547649,Hendrix LLC,though,Não,Hornebury,OK,799,rise,B01,1,1,282,technology,70276,4316,B,Não,685-40-1818,504200,Jonathan Le
D,6365,"Mcpherson, Wright and Hansen",49753,Jennifer Clark,woman,F,1992-12-20,decision,7483.526145468413,2002-03-01,September 2014,32412305,Mays-Osborn,fund,Não,East Alex,VA,793,such,A00,2,1,607,quite,36529,4277,A,Não,211-42-2711,970875,Ashley Smith
D,4163,Johnson-Moreno,95574,Mark Allen,blue,M,1993-08-12,view,46458.149650040395,2023-01-07,August 1976,17677207,Webb Inc,these,Sim,Lake Taraside,UT,479,stock,A00,4,9,817,teacher,76892,3812,B,Não,876-05-6397,270682,Lisa Howell
B,8272,Stafford PLC,61316,Katherine Shelton,benefit,F,1979-11-06,close,21875.195773746265,2004-06-08,February 1988,37615226,"Anthony, Holland and Parrish",strategy,Não,Vickiton,WI,355,well,D03,5,10,841,letter,38318,6482,B,Não,739-87-9761,656545,Teresa Smith
B,3148,"Rush, Kent and Drake",27714,Sierra Wilson,sound,M,1966-06-09,yourself,27377.283648549557,2012-04-16,September 1971,77276328,Morgan-Lee,need,Não,East Amandaside,MD,802,sell,B01,3,2,129,letter,95144,8344,A,Não,168-85-1222,461038,Rachel James
A,3793,"Jordan, Bates and Nelson",12948,Kenneth Pacheco,land,M,1999-05-09,although,21789.582996936108,2022-04-01,January 1994,10991193,Taylor Inc,issue,Sim,North Carrie,GA,934,person,D03,5,7,938,state,47222,1627,B,Não,153-17-3529,440366,Jasmine Joseph
B,8382,"Holloway, Moreno and Flores",63933,Pam Ballard,threat,M,1962-04-02,create,80527.02012880503,2009-05-17,June 1971,40776549,Carrillo-Bailey,sign,Não,Bakermouth,VT,684,physical,B01,1,6,729,question,91709,5471,C,Não,024-68-5961,972509,Laura Russell
B,7037,Ortiz Group,86221,Linda Wagner,head,F,1988-04-04,few,65721.89896798045,2013-06-27,August 2010,79081708,"Cooley, Bentley and Bright",team,Não,New Randy,IA,994,he,D03,4,6,109,as,30286,8579,B,Sim,187-71-5487,515201,Rebecca Harrell
D,8576,Henderson Ltd,61504,Suzanne Benjamin,protect,M,1968-04-18,continue,483.75525301997357,2004-04-30,April 1998,58967857,"Johnson, White and Huffman",represent,Não,Lake Ericashire,TX,202,share,D03,4,3,593,defense,86388,5419,B,Não,311-20-9434,171537,Richard Shepard
B,6268,Russo-Robinson,83365,Caroline Park,never,M,1954-11-09,quickly,40948.67199165155,2004-12-27,September 2015,14883328,"Steele, Jacobs and Monroe",place,Sim,Leahville,ID,848,Mrs,A00,3,6,626,often,88511,2328,C,Não,296-71-0156,387038,Kimberly Cochran
D,4774,Fuentes-Potts,75500,Frederick Harmon,score,F,2004-01-30,big,22919.03101944565,2009-09-25,May 2006,15742838,"Martinez, Warner and Randall",coach,Sim,Lake Jonathanville,MI,770,particularly,C02,5,2,391,name,85983,8124,B,Não,200-69-4044,532494,Ronnie Benson
D,2291,"Miller, Hendrix and Jones",55157,Sandra Reese,specific,F,1953-07-11,make,39888.68720269009,2020-12-28,June 2014,34251705,Harris-Rollins,small,Não,Larsenstad,DE,890,other,B01,4,6,869,identify,16157,8829,B,Sim,624-18-2947,757351,Logan Turner
C,6298,Mckay-Gomez,22303,Cory King,field,M,1957-03-27,these,22064.166751933146,2011-08-20,October 1997,79797600,Farmer Group,reveal,Não,Port Christopherfort,FL,818,outside,B01,1,1,512,safe,15179,5731,B,Sim,131-05-6477,309539,Christina Arellano
D,4123,Hall-Andersen,61095,Breanna Harding PhD,ever,F,1993-11-30,adult,97294.9173480704,2004-12-27,November 1972,25686876,Lewis-Mclaughlin,local,Sim,Floresfort,VA,153,thousand,B01,1,9,322,pull,12165,9169,A,Não,106-96-0696,361988,Elizabeth Martin
C,2385,Lee Ltd,63426,Carrie Fowler,challenge,F,1982-05-08,though,86198.50030133536,2001-08-24,February 2022,11441400,Lamb LLC,body,Sim,Bellfurt,NJ,901,week,B01,4,8,262,news,47750,6669,B,Sim,488-29-1725,976621,Frederick Mcdowell
C,6900,"Collins, Flores and Allen",19274,Alexandra Ryan,couple,M,1959-02-24,almost,60976.57205556331,2010-04-02,April 1983,92492967,"Andersen, Whitehead and Martinez",through,Sim,Lake Scottbury,NC,505,affect,C02,1,5,242,memory,76221,1429,B,Não,191-07-0399,789345,Amy Nunez
B,6436,May LLC,88759,Jennifer Brooks,type,F,1969-11-13,outside,37277.10610412397,2019-09-10,February 2004,23514804,Diaz Ltd,yourself,Sim,Jasmineshire,OR,312,treat,A00,4,7,294,decade,69543,5000,A,Sim,160-67-8444,426617,Misty Walsh
A,7794,"Duarte, Herrera and Ford",62115,Joseph Contreras,whole,M,1953-12-16,own,89698.1478102902,2005-05-21,July 2013,52053805,"Rodriguez, Peters and Shepherd",word,Sim,Elizabethstad,WV,334,national,B01,3,2,686,seat,79697,4623,A,Não,242-44-4894,362900,John Preston
C,7257,Russell-Larson,75079,Jason Jones,own,M,1994-10-12,evening,20656.487891795838,2012-02-27,January 2023,65707931,Martinez Group,writer,Sim,Ryanfurt,NC,659,citizen,B01,2,1,211,writer,48197,5540,C,Sim,090-89-3151,863230,Pamela Price
B,9096,Garcia Group,43606,Kimberly Mercado,police,M,1989-11-17,must,80584.99093157194,2014-12-13,March 1996,63442132,Phillips Inc,material,Não,New Joshua,CA,497,investment,B01,4,1,843,seven,91578,4772,C,Não,896-55-5641,360400,Mark Giles
C,6190,Moreno-Garcia,64712,Jessica Johnson,floor,F,1950-02-27,better,5763.179867074862,2013-01-24,June 1973,94481695,Miller Inc,help,Não,Franciscotown,MO,167,education,C02,1,4,520,make,94565,1997,B,Sim,323-44-3165,530930,Joshua Mcclain
C,5739,"Martinez, Lewis and Hunter",23633,Michelle Williams MD,arrive,F,1994-11-14,later,65749.04584972917,2015-02-16,December 1970,74535381,"Parker, Hall and Payne",quality,Sim,East Lorimouth,PA,930,idea,B01,2,3,392,during,19153,8354,A,Não,800-26-5281,552573,Mary Vasquez
A,2245,"Henson, Montgomery and Delgado",34487,Thomas Robbins,specific,M,1994-08-04,process,22599.85862768603,2019-10-30,May 1978,45109656,"Rhodes, Price and Dean",around,Sim,North Joannamouth,NE,346,ball,A00,4,1,937,positive,49221,8593,A,Sim,801-59-8282,652668,William Kim
D,6506,"Mason, Singleton and Long",69215,Matthew Allen,assume,F,1951-05-02,space,35474.79602459829,2019-12-11,December 1990,88522577,"Simmons, Mclean and Thompson",herself,Não,East Michaelfort,NV,315,plan,B01,4,9,845,television,92849,4212,A,Sim,544-60-0352,605708,Benjamin Mack
C,6035,Reed Ltd,65864,Wendy Gibson,national,M,1987-08-14,study,21968.41039003713,2017-10-13,October 1984,78864095,Boyd-Blake,TV,Não,East Josephton,OH,391,day,B01,4,2,995,culture,64576,7732,C,Sim,341-31-7181,651279,Brad Fox
B,9911,Orozco-Martinez,92567,Gary Smith,edge,M,1955-01-11,not,28286.30919349864,2004-03-07,February 2012,53019681,Singleton LLC,conference,Não,East Sherryville,IA,171,movement,A00,1,8,712,officer,59322,3187,B,Não,061-30-6047,910612,Kenneth Saunders
B,6626,"Richardson, Poole and Anderson",21366,Christopher Patrick,court,M,1962-04-22,help,71003.06531486002,2022-11-14,August 2001,59871514,Brown-Dunlap,charge,Sim,North Ambermouth,ID,362,road,C02,1,7,436,effect,46517,1571,C,Sim,246-88-7907,155895,Jackie Massey
D,6964,"Moyer, Torres and Cunningham",48829,Tricia Black,half,F,1979-09-07,to,25058.945555380622,2006-03-30,March 1973,52745575,"Rogers, Brown and Evans",bank,Não,Lake Sean,NC,375,born,C02,2,3,333,imagine,17918,5540,B,Sim,573-69-3021,957401,Allison Anderson
B,5500,"Christian, Dunn and Erickson",91932,Jennifer Jackson,professional,M,1961-01-01,arrive,90013.51342191888,2005-02-15,October 2020,14690151,Cantrell Inc,already,Sim,Lake Allison,MP,757,remember,A00,4,8,905,entire,31440,5955,B,Sim,452-78-0894,217701,Kristy Chapman
B,9180,"Hall, Cardenas and Clark",89434,Ian Burch,surface,F,2002-01-14,entire,70343.96280333238,2001-09-29,May 1998,42660898,Howard-Bautista,them,Sim,West Ambermouth,AS,810,through,B01,1,1,553,ready,41066,8832,A,Sim,010-21-7668,688125,Eric Bruce
C,6391,Bailey-Estrada,79644,James Kelley,pattern,F,1949-07-31,single,64075.607368515426,2019-02-17,March 2016,46971548,Rodriguez-Campos,else,Não,Rachelburgh,KY,457,ground,C02,3,3,234,movement,94983,1171,B,Não,592-50-5445,322459,James White
C,8332,Martin PLC,12228,Mary Anderson,stock,F,1974-07-14,produce,62279.82397426232,2003-05-14,June 2007,16055310,Jones and Sons,including,Não,Amberside,OK,578,writer,D03,2,9,743,true,88359,5240,C,Não,621-94-5989,676434,Debra Howard
B,2345,Castro-Rojas,21032,Ashley Johnson,year,F,1980-04-05,create,15387.81373576847,2006-02-21,January 1986,77146578,"Hall, Johnson and Jordan",air,Não,Matthewville,WY,921,radio,A00,4,1,214,also,22020,1806,C,Não,046-42-7150,342219,April Carroll
B,1452,Hughes-Smith,29014,Kimberly Kennedy,cell,M,1998-05-13,heart,53849.166835139236,2005-10-28,July 1994,73087603,Powers-Anderson,TV,Não,West Josefurt,PW,802,seek,A00,2,5,648,clearly,51742,8448,B,Não,229-67-5846,280387,Debra Hess
D,6647,"Buck, Joyce and Harris",52944,Shelly Le,production,F,1979-12-18,history,50030.089554043225,2015-04-09,August 1984,23462302,Davis-Stone,purpose,Sim,New Denise,ID,910,trouble,D03,1,7,631,election,14079,3652,A,Sim,063-26-8951,814457,Brandon Rogers
C,9260,Ortega-Whitehead,38804,Jeffrey Craig,each,F,1947-10-16,window,54224.60437079765,2004-03-03,April 2003,28971520,Bryant and Sons,throughout,Sim,Collinsfort,OH,888,upon,D03,5,2,511,and,90795,4367,B,Não,338-81-5345,711478,Brendan Galvan
A,4388,"Chung, Wilson and Watson",90571,Brenda Mcclure,cost,M,1980-11-08,I,45030.08800662059,2021-08-04,June 1980,97780406,Collins-Deleon,spend,Sim,North Joannastad,OR,560,music,A00,2,9,512,start,31946,8582,A,Não,449-50-4322,207143,Ryan Anthony
B,5790,Campos-Smith,53269,Andrew Miller,American,F,2004-04-25,difference,17055.546608875335,2003-08-10,December 2004,97911662,Robinson LLC,major,Não,Christinaborough,MH,670,give,D03,3,10,476,story,82692,4257,B,Não,304-46-5260,445332,Ann Perry
A,8089,Klein-Taylor,57913,Nicholas Campbell,kid,F,1955-12-09,short,10178.387045895179,2023-01-03,April 1992,49855396,Murphy Ltd,professional,Sim,Lake Kimberly,MS,391,camera,A00,2,3,923,current,63459,3339,B,Sim,682-22-3600,150385,Veronica Hansen
A,3363,"Page, Gonzalez and Ramirez",51907,Steven Bridges,population,M,1994-04-18,including,88258.28716116789,2018-03-24,February 2018,74191535,"Wu, Perez and Evans",must,Sim,West Gary,CO,781,child,A00,3,9,639,even,64628,5337,B,Sim,001-13-0924,965429,Alicia Franklin
D,8927,Wilkinson Ltd,20020,Michelle Andersen DVM,avoid,F,1993-09-06,popular,22080.850090773325,2022-02-05,March 2013,33643952,Bowman LLC,brother,Não,Laurentown,WY,729,message,D03,2,6,942,time,94982,9936,C,Sim,770-60-4867,534059,Kimberly Matthews
A,6281,Wells-Robertson,91831,Sherry Walker,enter,F,1961-04-12,with,65015.20374965868,2020-04-04,August 2001,13121693,"Wood, Stevens and Riddle",hot,Sim,Marcusborough,KY,973,billion,C02,4,3,221,determine,84980,5015,C,Sim,264-55-6837,558155,Katherine Carrillo
C,5068,Frazier-Glover,68921,Christopher Davis,culture,M,1954-06-11,ever,89596.48837292715,2019-08-01,January 1992,83309159,Morris Group,provide,Não,Christinebury,PA,796,sound,C02,4,9,230,involve,49404,4388,C,Não,798-37-0090,875748,Michele Miller
A,3421,Mcintyre Inc,88441,Stacy Tyler,huge,F,1964-06-17,for,32340.491981564268,2003-08-26,July 1986,87812469,Jones-Hardy,specific,Sim,Sylviaton,IL,771,teacher,D03,3,5,313,whose,81528,3971,C,Sim,419-23-8412,486733,Jackson Walker
A,1505,"Jones, Diaz and Carpenter",94658,Thomas Livingston,question,M,1953-05-03,school,78258.69557441788,2023-07-27,December 1971,57442269,"Wade, Conner and Harrison",family,Sim,Stephaniechester,ME,952,leader,C02,2,6,967,low,30318,9148,B,Não,801-98-0244,482886,Diana Mitchell
B,9961,Serrano PLC,95689,Ana Adams,necessary,F,1951-06-21,view,36939.46828915699,2022-09-02,October 1995,58408821,"Campbell, Silva and Lindsey",item,Não,Lake Diana,ID,153,throw,C02,3,8,480,system,77219,4027,B,Não,440-53-9417,335596,Darren Ruiz
B,1660,Espinoza Group,74567,Julie Tanner,game,M,1963-11-23,person,23370.80337774429,2001-06-20,July 1975,52780655,"Green, Turner and Johnson",school,Sim,Christown,HI,520,eye,D03,1,3,244,there,81507,4815,A,Sim,338-36-6238,489137,Tyler Yang
D,2976,"Butler, Wilson and Marsh",21177,Anthony Soto,amount,M,1982-04-29,future,24258.621275812602,2006-08-07,May 2000,40832825,Carpenter-Hall,fall,Sim,Kurtton,FL,481,top,B01,2,10,129,ground,72531,4444,A,Sim,368-69-4593,812187,Jason Hubbard
C,1263,Beasley-Harper,95251,Diane Reid,resource,F,1975-07-15,decide,40927.194692695135,2015-11-03,September 2015,43778410,Malone-Green,example,Sim,Port Ronaldfurt,MP,415,air,B01,1,2,157,develop,97289,5014,B,Não,845-81-3101,735017,Natalie Dixon
A,8849,Smith-Hernandez,54773,Karen Wise,around,F,2005-03-21,senior,56925.66699231498,2015-08-26,July 2011,52055872,"Dodson, Ford and Oneill",within,Não,New Michaelmouth,GA,838,statement,D03,1,1,305,professional,53539,3825,B,Sim,731-10-5082,556404,Benjamin Velez
A,3939,Lopez-Brennan,87461,Andrew Cooper,seat,F,2005-08-25,face,88401.26228633916,2015-09-26,May 1981,45088341,Garrison Ltd,lead,Sim,New Carolinemouth,KS,155,pretty,C02,2,5,817,recently,57933,4980,B,Não,377-01-8998,980338,Mary Ross
C,4920,Alvarado Group,44136,Katie Mora,brother,M,1995-01-02,president,82477.9011721747,2012-03-09,January 2008,33948827,"Lucero, Hall and Hoover",voice,Não,East Maryview,PW,273,firm,A00,2,3,189,discussion,33723,5957,B,Sim,309-03-5976,623099,Alexander Ortiz
D,7368,Spencer Group,76999,Kevin Moore,happen,M,2002-11-22,without,10634.688945224336,2002-08-15,July 2017,88429599,"Santiago, Pacheco and Le",herself,Sim,Hillside,NV,119,Congress,C02,1,3,495,exactly,28290,1099,B,Não,107-67-8867,431759,Donald Kirk
C,2031,"Collins, Clark and Harris",70478,Alicia Steele,effort,M,1996-09-07,among,13047.942688899499,2021-06-01,June 2001,22724687,"Conley, Hernandez and Price",price,Sim,North Christopherton,MI,512,appear,B01,5,2,811,girl,85039,6387,A,Sim,324-01-3256,277240,Yvonne Keith
D,9863,Mills Inc,16715,Anthony James,however,F,1952-08-18,into,27184.597630103824,2010-05-25,January 2017,61953699,Mueller-Smith,good,Sim,South Teresashire,FL,870,course,D03,4,7,784,everybody,20692,8489,A,Sim,229-92-3791,393187,Rhonda Diaz
B,3407,"Benitez, Miller and Espinoza",13209,James Manning,same,M,1988-08-11,sure,59412.787623321114,2008-12-20,December 1980,67500586,Armstrong and Sons,inside,Sim,East Shannon,KY,179,son,B01,3,7,541,research,92825,1988,B,Não,509-99-1186,445163,Teresa Bailey
A,6355,"Wolfe, Hutchinson and Elliott",93680,Derek Miller,position,M,1961-01-25,middle,58961.12708929014,2016-09-19,August 2018,61504523,Lee-Brown,thank,Não,Griffintown,MT,667,staff,D03,2,7,120,when,35289,2021,B,Sim,705-67-0551,381593,Victoria Young
B,1578,Snow Group,76336,Wendy Lopez,tax,F,1983-02-06,physical,32321.06423059954,2020-07-10,August 1970,34079591,Williams LLC,land,Sim,Michaelfurt,CA,115,can,C02,2,7,739,business,39060,1772,A,Não,280-10-5401,735419,Austin Kim
B,7059,"Clark, Mcfarland and Jacobs",36351,Angela Garcia,movie,F,1976-04-30,look,37771.33703779052,2021-11-27,March 2018,28642473,"Ellison, Anderson and Guzman",specific,Não,Mcdonaldfort,AZ,214,produce,A00,2,6,120,pull,87627,7813,B,Sim,191-27-8820,562055,Calvin Ayala
B,7721,Anderson-Bell,39843,Henry Hernandez,sometimes,F,1977-02-06,lose,18215.656030935694,2011-02-17,December 2002,69962189,Jimenez-Silva,finish,Sim,Garciashire,WV,384,car,D03,4,1,513,still,18128,3438,C,Não,891-96-9944,127612,Maria Henderson
A,8770,Dunn LLC,84534,Laura Robinson,word,F,1954-11-27,policy,63058.920829935465,2009-12-12,August 1982,76121293,Hess Group,amount,Não,Duncanside,KY,602,suddenly,C02,3,10,518,letter,13415,4557,C,Sim,159-07-3423,283514,Stephanie Navarro
D,9296,Jones-Jones,22794,Erin Alvarez,happy,F,1964-03-03,maybe,1437.866549707528,2007-12-05,June 2018,98968148,Carey-Brennan,game,Não,Port Jonathanmouth,OR,606,growth,B01,4,10,268,for,13447,1349,B,Não,895-55-8738,884546,Cheryl Henry
B,3820,"Washington, Fisher and Snyder",14600,James Osborn,newspaper,F,1995-07-14,response,30817.787508019483,2021-01-31,September 1987,42035618,Dillon-Alexander,sort,Não,Hubbardberg,PA,697,mother,B01,2,1,422,you,77217,9261,B,Sim,698-31-4707,356692,Brett Simmons
A,5197,Blankenship-Bass,84304,Brad Martinez,meet,F,2004-09-12,discuss,88559.77835226434,2000-04-26,November 1971,71592645,Cooper-Daniel,Mr,Não,Bakerton,GA,514,live,A00,4,5,246,early,23000,4672,B,Sim,724-28-7950,186474,William Brown
A,4470,Ibarra PLC,41598,Jaime Harris,commercial,M,1983-07-31,least,30920.306983955925,2013-08-23,January 2021,14253152,"Carlson, Elliott and Stein",in,Não,North Robert,PW,581,general,C02,5,8,758,save,47101,2772,C,Sim,078-79-4783,831240,Elizabeth Robinson
