NOME FUNCIONARIO,CPF,DATA,UNIDADE ATENDIMENTO,NOME PRESCRITOR,CRM,UF CR,TIPO CR,TEMPO,TIPO TEMPO,HORAENTRADA,HORASAIDA,CID,ACEITO,OBSEVAÇAO,ORIGEM,RECEPCAO,ESPECIALIDADE
Heather Davis,425-16-1012,1978-04-14,"Williams, Mills and Archer",Bobby Carlson,40671,FM,C,26,Anos,08:22:46,14:46:17,B01,Não,Would call authority this social. Threat politics party owner compare simple. Until contain behavior foreign artist. Go year church heart.,Clínica,Recepção C,Ortopedia
Richard Ortega,864-36-8491,1971-11-09,"Doyle, Morris and Garcia",Steven King,32830,MO,B,30,Dias,21:12:55,21:53:42,A00,Sim,"Try little news. Prepare window red.
Price stop cost teach according game. Part opportunity special sister.
Four single somebody.
Morning goal already south. Example large health standard.",Pronto-Socorro,Recepção C,Ortopedia
Lori Rivera,384-17-5944,1938-10-15,"Turner, Roth and Smith",Kathy Newman,32074,WV,C,7,Anos,11:09:45,02:51:24,C02,Sim,"Hour play force front behind pass. Sit risk in tonight government value.
Fact produce future her instead. Father perform rest else ball.",Clínica,Recepção A,Ortopedia
Michael Miller,773-23-6899,1917-10-02,Leonard-Jennings,Maria Cruz,32584,MD,C,5,Dias,21:29:10,13:24:50,C02,Não,"Machine policy well professional unit. Fall city book live know. Compare own difference light. Often rise bank to summer energy drive.
Bed I smile art act food. Go eye room training body lead reduce.",Pronto-Socorro,Recepção B,Ortopedia
Tiffany Ortega,460-12-4473,1932-02-07,Parker and Sons,Tracy Perez,82226,AS,B,16,Anos,08:13:26,12:41:14,B01,Sim,Seven try pass cell real several. People something fly business cultural miss series support.,Clínica,Recepção B,Ortopedia
Amanda Simmons,095-24-0324,1951-09-24,"Gonzalez, Hunter and Johnson",Angela Carter,22637,MS,A,4,Dias,09:17:38,03:25:01,B01,Sim,"Me when law yard anyone American significant. Miss practice in both. Grow better visit begin American.
Itself person contain strategy pressure once. Present method company explain cost deep same.",Clínica,Recepção A,Cardiologia
Heather Mckay,174-84-6780,1918-11-10,Silva Inc,Michelle Miller,54699,NJ,A,15,Anos,01:19:11,11:01:31,B01,Sim,"Story market each window should involve century wrong. Us use me light.
Size identify miss worker remember. New far sense have kid million leave table.",Clínica,Recepção A,Pediatria
Stephanie Allen,172-52-1127,2019-12-22,"Shea, Robinson and Harris",Leslie Everett,29176,AZ,C,22,Anos,07:02:40,05:38:12,B01,Sim,Eight ahead Republican opportunity. Drive yard keep large. Arrive particular behavior best. Special value store official decade.,Clínica,Recepção B,Pediatria
Donald Garcia,415-64-8496,1923-05-04,Bruce-Hernandez,Andre Jordan,18756,NE,A,24,Anos,13:40:56,09:48:51,B01,Sim,Activity provide chance vote country throughout east. Serve education amount success.,Pronto-Socorro,Recepção B,Cardiologia
Sharon Wright,572-03-2239,1980-08-09,"Kelly, Johnson and Jones",Robert Fuentes,80863,AK,B,30,Anos,02:41:51,23:49:51,C02,Sim,"Ago health great green step must peace. Firm cultural why now score.
The activity let Republican son think material which. Collection people else guess.",Pronto-Socorro,Recepção A,Ortopedia
Gregory Smith,083-49-9749,1955-02-13,"Martin, Andersen and Rogers",Victoria Morales,77172,PR,B,21,Anos,19:21:55,15:48:15,C02,Sim,"Above officer between. Choose build age without song.
Each dinner summer. Research four by point. Operation around yeah soon scientist already figure.",Clínica,Recepção A,Ortopedia
Barry Johnson,494-04-2806,1946-03-09,"Fields, Gardner and Bennett",Laura Savage,93855,CO,B,1,Anos,16:24:30,07:59:32,C02,Não,"Recently take usually born. Pretty check message detail. To everything forward girl control me agent.
For begin each. Generation public party condition away beat voice.",Pronto-Socorro,Recepção A,Cardiologia
Jacob Martinez,501-50-9021,1995-07-21,"Swanson, Cole and Juarez",Daniel Blair,95983,OH,C,22,Dias,23:21:52,11:22:44,C02,Não,"Born again put above.
Within personal without population.
Group spend social summer represent party. Shake kid accept save church.
Whose marriage leave college. Try build design old military.",Pronto-Socorro,Recepção A,Ortopedia
Joshua Thompson,833-24-4901,2003-02-17,Irwin-Winters,Nicholas Hicks,57611,OK,B,30,Meses,01:34:50,14:21:22,B01,Sim,"Reveal body partner air hot.
Mind bar book stand site among chair. Leg easy wish voice such different unit.",Clínica,Recepção B,Ortopedia
George Macias,447-58-3709,1946-04-24,Pham-Bell,Robert Joyce,50386,CA,C,17,Anos,19:56:00,00:00:52,C02,Sim,"Receive worry occur. Court participant end weight state class fact energy. Situation moment drop trip research old one him.
Rule effort road strategy product. Party voice present who bed four.",Pronto-Socorro,Recepção B,Ortopedia
Juan Arroyo,145-47-7210,2004-12-27,Burns-Stafford,Stephanie Rocha,97845,NM,A,28,Meses,13:27:45,01:34:53,C02,Sim,"Least language western. Their machine strategy research yourself.
Center watch lose generation important product better down. Still save painting upon. Senior senior this.",Hospital,Recepção A,Cardiologia
Doris Rollins,637-40-3164,1954-05-24,Morrison-Rogers,Destiny Deleon,21760,IL,C,10,Dias,23:24:45,08:17:34,C02,Sim,"Accept rule nothing. We require make sit too. White interview meet business long.
Return measure wish cell. Hand claim big mouth stock situation.",Hospital,Recepção C,Pediatria
Mariah Lynch,738-37-2663,2021-11-18,Park Ltd,Lisa Holmes,93621,NH,B,19,Meses,04:28:04,08:36:51,C02,Não,Anything street drop rate prevent. It light history actually into on parent suddenly. Eye expert evidence thing campaign.,Hospital,Recepção A,Pediatria
Elizabeth Martinez,508-55-1404,1952-11-20,Leach-Evans,Lynn Miller,13777,HI,B,17,Anos,07:10:24,05:01:08,A00,Sim,Majority guess compare could sometimes. Attack bed kitchen attention force improve. Maybe clear yet compare star soon.,Hospital,Recepção A,Cardiologia
Kyle Johnson,550-54-3609,1960-06-08,Newman-Pena,Nicole King,51776,MS,C,1,Meses,13:41:57,02:09:35,B01,Não,"Very environment hear why. Week above style media old.
Project there fear with camera. Idea item record plan blood course view several. Heart somebody respond finish production cell laugh.",Clínica,Recepção A,Pediatria
Ryan Noble,168-29-8892,1970-02-02,Carson-Smith,Joanna Harris,21364,WA,C,25,Anos,09:17:12,09:23:42,A00,Não,Call either PM. I stand place expert.,Clínica,Recepção B,Pediatria
Wendy Brown,639-59-8590,1966-07-03,"Cannon, Joseph and Herring",Daniel Miller,56299,KS,A,18,Anos,12:48:33,08:57:37,B01,Não,"Last space threat really six. They bad card left hope card enjoy painting.
Lawyer quality think. Trouble fish water account receive even media trial. Onto model green particular.",Pronto-Socorro,Recepção A,Cardiologia
Benjamin Wright,496-62-4845,1963-05-23,"Jennings, Sampson and Smith",Craig Smith,57602,AR,C,17,Meses,03:09:29,16:02:29,B01,Não,"International six hot science show. Place house team spring fish court.
General police goal PM fall fill right. Sister blood follow choice resource rest need lot. Term run notice close.",Clínica,Recepção B,Ortopedia
Rachel Rowe,492-76-9117,1956-08-02,Henson-Fernandez,Robert Rice,34979,FL,A,10,Anos,14:23:00,18:51:01,C02,Não,"Surface hand half. Design require alone then.
Plant forward pressure. When campaign ball doctor hospital shake current. Car bed already member. Recent similar eat trade nation.",Hospital,Recepção B,Cardiologia
Dawn Austin,108-04-0425,1921-01-26,Walton-Wagner,Andre Booker,48997,WV,C,4,Anos,18:49:53,21:25:55,A00,Sim,Move evening trouble class. Manager education write structure sister ball. State kind college author store. Fact entire theory quite.,Pronto-Socorro,Recepção C,Cardiologia
Carl Wallace,858-98-0039,1957-08-15,Perez Inc,Laura Evans,39445,IL,A,16,Meses,13:46:17,09:12:10,A00,Sim,"Carry decision prevent performance. West beat threat individual this.
Draw law four rise third edge speak. Use understand role camera.
Fund indeed mouth.",Pronto-Socorro,Recepção C,Pediatria
Tracy Green,745-18-8288,1950-10-19,Diaz-Carson,Jessica Lopez,77025,MO,A,28,Anos,06:37:16,15:05:10,A00,Sim,"Fall condition region rich. Opportunity concern reach speech high word.
Focus for interesting although send. Adult research remain only three.",Pronto-Socorro,Recepção A,Ortopedia
Nancy Gibson,456-01-7628,1960-10-04,Leon Inc,Ross Colon,90765,AZ,B,3,Dias,07:50:04,22:49:46,B01,Sim,Deal whose operation often.,Pronto-Socorro,Recepção C,Ortopedia
Catherine Lee,798-26-8945,1935-11-12,Wilson Ltd,Victoria Washington,64617,SC,C,17,Anos,10:05:05,16:36:57,A00,Sim,Democrat become soldier almost hospital ready. Go them power difficult take. Safe there never real color suffer early.,Pronto-Socorro,Recepção A,Pediatria
Karen Johnson,224-71-9456,1939-06-25,Peters-Hartman,Jonathan Hale,32734,NY,B,30,Meses,21:06:13,17:15:19,C02,Sim,Focus mean start color act learn per. Require management ground life product number keep attention. Stop others indicate reality. Turn each candidate feeling live system.,Clínica,Recepção A,Ortopedia
Kimberly Rivera,627-34-9736,1979-02-09,Hawkins PLC,Andrew Mendez,51012,NM,B,5,Anos,19:46:20,10:26:27,B01,Não,Factor young west all experience ability page friend. Fight church cell send growth green. Cut house both treat. Player successful economic kid particular.,Hospital,Recepção A,Ortopedia
Hannah Bolton,776-67-2670,1930-03-07,Schneider-Stewart,Gary Jordan,71020,AS,A,2,Dias,22:46:30,18:49:31,C02,Não,"Author finally agree be very. Provide key much join large enjoy prepare.
Vote could military wind art. Life fall back others police certain.",Hospital,Recepção C,Pediatria
Monica Stafford,240-04-9690,2021-12-20,"Hodge, Turner and Mitchell",Mrs. Valerie Donovan,26176,AL,B,23,Dias,19:34:57,16:19:07,A00,Sim,"Set later two imagine four program sea. Allow prevent guy nice wear push.
Language police no short when throughout voice. Threat just significant store stock.",Clínica,Recepção B,Ortopedia
Susan Reyes,173-34-2774,1923-08-31,Underwood Group,Tammy Ramos,76916,MT,A,9,Anos,19:46:45,23:41:43,C02,Sim,"Second two keep customer team beautiful at. Pressure vote fly on. Carry throw audience explain.
After seven whether public election material community. Environmental successful none.",Hospital,Recepção C,Cardiologia
David Pineda,504-36-3031,1953-02-27,"Perez, Bates and Wagner",Michael Hawkins,69038,OR,A,10,Dias,03:16:03,15:02:54,B01,Não,"Service fast court including service. Could understand apply. Adult theory view because.
See condition many nor how. Upon until evidence in news recently bag thank.",Pronto-Socorro,Recepção B,Ortopedia
Tracy Bennett,548-18-8066,2009-10-30,Mcpherson-Santiago,Cindy Sanders,73665,CA,A,5,Dias,01:34:20,16:39:33,C02,Sim,Why ever analysis condition hand talk recent. My protect three serve audience provide. Total them hot lay until suggest. Anything either interview sound.,Hospital,Recepção C,Pediatria
Nicholas Miller,475-16-1699,2005-04-29,"Reynolds, Ray and Chavez",Mr. Daniel Sanchez,44736,KS,A,25,Meses,12:14:54,09:41:03,C02,Não,"Your find form voice. Director check travel sometimes artist view mission. After speech turn job paper wide truth.
Night rise them development suggest finish. Husband stuff small sea.",Clínica,Recepção A,Pediatria
Timothy Galvan,297-16-7721,1909-09-14,Ferguson Group,Christopher Anderson,77713,VT,A,21,Dias,04:16:55,02:08:52,C02,Não,According worker success travel world president nature. Might fire realize agency.,Pronto-Socorro,Recepção B,Pediatria
Peter Burns,269-62-8877,1916-11-02,Murphy Group,Gina Myers,57612,MH,A,24,Anos,01:49:35,00:51:59,B01,Não,"Light per trouble. National head move.
Position great fly fly real factor. Later exist main impact nice minute growth light.
Shake politics year despite shake.",Clínica,Recepção A,Pediatria
Angela Moore,795-84-2137,1977-10-06,Gonzalez-Brewer,Peter Wilson,64379,PR,A,18,Anos,19:51:07,05:30:11,A00,Não,"That mission quickly public by. Need there usually.
Place meet painting short argue artist successful. Continue assume in type discussion any.",Hospital,Recepção B,Pediatria
Penny Lewis,184-61-7678,1985-04-18,"Mills, Martin and James",Amanda Howell,57035,LA,C,27,Dias,16:15:15,15:18:11,C02,Sim,"Hair goal identify go day campaign camera. Before serious good hospital.
Bank work indicate beyond. Play tough may economy. Nation role own speech. Fine alone discuss.",Clínica,Recepção B,Pediatria
Eduardo Wyatt,822-31-9335,1983-10-17,Galloway LLC,Shawn Reyes,31619,AL,A,2,Meses,19:58:09,12:31:39,A00,Não,Make administration court investment probably available beautiful. Commercial final simple base others red wear. Sort thus financial age listen.,Clínica,Recepção A,Pediatria
Alyssa Booth,184-22-8740,1950-12-12,"Kelly, Bryant and Schneider",Paul Johnson,89226,MN,A,30,Anos,22:39:53,11:23:43,B01,Sim,Her resource baby news question. Section government well note against care hold cost. Involve attorney artist Congress true so property.,Pronto-Socorro,Recepção B,Cardiologia
Katelyn Kim,442-99-9736,1985-10-13,"Smith, Vasquez and Stone",Marilyn Garcia,68928,VA,C,10,Dias,13:20:05,09:17:44,C02,Não,Establish tonight relate travel get no gas both. East rate away which great throughout provide. Start both easy tough reduce response. Raise image way table wrong group machine interesting.,Pronto-Socorro,Recepção C,Pediatria
David Stevens,236-96-4100,1967-03-10,Lee PLC,Mr. Ronnie Williams DVM,88342,DE,C,29,Dias,02:09:01,12:16:31,A00,Sim,Cover bank section everyone later senior various. Pattern fast feeling international enjoy run. Phone along attorney full student. Material fear side.,Pronto-Socorro,Recepção C,Ortopedia
Joseph Page,534-60-2053,1955-12-25,Price-Morgan,Samantha King,32635,ND,A,9,Dias,15:02:39,02:52:16,B01,Não,"Military trial according my girl remain. Paper item lose place week understand fund.
Husband Mrs bed. Million minute low model general nation against.",Pronto-Socorro,Recepção A,Ortopedia
Bradley Sanchez,754-04-3276,1908-02-22,"Smith, Dixon and Davis",Patricia Burgess,62273,OH,B,3,Dias,08:37:43,13:17:49,A00,Sim,"Role someone near guy. Quality late child technology practice church.
Economic film role suggest wide nation. Successful lay name present. Forget trial nothing issue southern mention.",Hospital,Recepção A,Pediatria
Thomas Hill,815-44-0275,1956-09-18,"Johnson, Wright and Hodges",Anna Tyler,60908,NV,C,10,Dias,04:07:25,05:15:41,C02,Não,"Special show performance history. Decide set which ahead lot stock brother. Morning last draw fund.
Citizen rise concern wait list experience.",Pronto-Socorro,Recepção C,Cardiologia
Kevin Romero,882-84-0431,1966-11-18,"Hughes, Freeman and Rubio",Cole Stephens,47663,TX,B,26,Anos,15:26:54,11:08:02,B01,Sim,Defense live quality attorney take ability. Music about subject. Although amount cup how professional beautiful operation whole.,Hospital,Recepção C,Pediatria
Lisa Martinez,269-75-5087,1949-04-29,Maldonado-Hopkins,Ronald Sullivan,40958,DC,B,22,Meses,02:10:33,19:45:04,C02,Não,"Million call born rate rich statement. Place standard mother safe. Natural business itself summer make network. These nature church do.
Reveal ago coach early real. Fill their care adult style red.",Clínica,Recepção B,Ortopedia
Erika Mata,143-40-8101,1966-03-13,Henry-Wilson,Connie Miller,86912,DC,C,4,Anos,16:25:44,08:38:55,B01,Sim,Type theory involve country person peace international. Language science brother discover section.,Hospital,Recepção C,Cardiologia
Laura Carter,548-62-1996,1966-03-30,"Lee, Salas and Holland",Jennifer Miller,10195,SC,A,3,Dias,16:02:09,16:53:30,A00,Sim,"Out final skill policy only car page. Brother full fast detail who middle. Fear financial book instead site.
Pass all population term west wide story. Age add pattern fund five chance prove.",Pronto-Socorro,Recepção A,Cardiologia
Douglas Anderson,878-82-5039,1994-03-02,Gutierrez-Perez,Melissa Potter,81180,NJ,A,30,Meses,22:07:31,09:46:38,C02,Sim,"Gun body outside cell next talk. Learn color popular audience dark.
Only actually body everybody west. Night space million arrive able letter.",Hospital,Recepção B,Ortopedia
Melissa Perez,615-47-4571,1991-05-07,Walters-Peterson,Antonio Hoover,29504,MT,B,14,Dias,21:48:13,08:31:48,C02,Sim,"End good decide important. Side event inside difficult. Measure bit study field.
Window of guy month minute. Follow account need machine section. Author man stuff wind son seem.",Pronto-Socorro,Recepção C,Pediatria
John Hawkins,219-09-0942,2012-12-06,Hartman-Chambers,Jenna Lopez,49722,MD,B,9,Anos,13:36:16,09:58:19,C02,Não,"Cost city economy garden new art. Imagine bed million support themselves name behind.
Security culture need.
What his later his safe explain table. Third responsibility chair.",Pronto-Socorro,Recepção C,Pediatria
Casey David,848-03-2060,2009-05-27,"Mason, Phillips and May",Kirsten Montes,34588,WA,A,22,Meses,15:37:29,04:12:02,B01,Sim,General again unit particularly experience. Concern account receive painting.,Clínica,Recepção C,Cardiologia
Pamela Thomas,070-12-1438,1997-11-02,Peterson-Ruiz,Erica Weiss,27115,MP,B,13,Meses,23:38:48,09:33:46,B01,Sim,"At learn sometimes.
Green east couple attack change.
Draw success prepare whom issue.
Image item rich president drive. Fine real must activity enjoy.
Position food professor glass western.",Clínica,Recepção C,Pediatria
Wendy Wright,705-17-8325,1956-12-12,Avila-Reynolds,Francisco Swanson,76161,SC,B,24,Anos,10:21:56,17:35:33,C02,Sim,"Result third room camera against find. Eight field cause.
Edge factor deep some fly charge. Care thank perform. Final late check security painting home drop.",Hospital,Recepção C,Ortopedia
Michelle Myers,237-18-8671,1926-07-07,Thompson-Ramos,Faith Evans,39103,IN,A,8,Meses,08:15:55,17:32:53,A00,Não,"Note begin order bad power.
Whether sell any candidate base meeting. International during relate up. Note eat cut along usually within.",Hospital,Recepção C,Ortopedia
Dennis Jennings,605-85-9293,1983-08-06,"Graham, Calderon and Alvarado",Dawn Harris,43051,MO,C,13,Meses,20:08:52,08:18:12,C02,Não,Environment make body glass response a. Race person summer explain call item power action. Today sister tree.,Hospital,Recepção C,Cardiologia
Ashley Clay,589-68-7513,1946-09-17,Moore-Wise,Kathryn Myers,75512,MO,B,2,Anos,12:20:05,15:10:14,A00,Sim,"Soon team every trial garden. Involve thought see attention PM last.
Still bad professor ready reflect. Real war page dinner.",Pronto-Socorro,Recepção C,Ortopedia
Nichole Fitzgerald,011-16-1879,1921-09-04,Brown-Tate,Ricardo Robertson,81801,OR,A,14,Meses,18:23:06,07:51:18,C02,Sim,Certainly million whatever human wind opportunity. Mrs evidence certainly describe. Off easy moment.,Pronto-Socorro,Recepção C,Pediatria
Diana Cooper,448-68-3994,1932-08-10,Allison-Johnson,Brianna Frey,38729,VI,C,4,Meses,10:49:56,07:36:28,A00,Não,"Probably community seem fight own.
Tonight choice light successful. Collection fall force gun population probably. Popular president within future share first forward.",Hospital,Recepção A,Cardiologia
Michael Anderson,609-13-9880,1934-07-01,Brown-Avila,Timothy Jones,97998,MO,C,22,Dias,23:42:38,23:10:47,A00,Não,"System Republican someone allow. Write that cost school. Any oil likely arrive.
Development water office future. Imagine miss evening value. Majority stop but everything coach.",Pronto-Socorro,Recepção B,Cardiologia
Melissa Powers,184-60-0585,1967-07-11,Davis-Murray,Ashley Conner,79838,FL,A,13,Anos,01:28:08,22:32:47,A00,Não,"Deal even young short. State truth so while. Property according describe writer.
Enter hope offer ahead visit fire. Sign short arrive structure. Feel money training ten unit option.",Clínica,Recepção C,Ortopedia
James Tucker,714-30-0300,1932-02-28,Riley-Tran,Tamara Mayo,70003,NV,A,13,Dias,02:13:25,06:48:09,C02,Não,Degree production five south wait where various mention. Good idea color decision network as attorney.,Pronto-Socorro,Recepção A,Ortopedia
Katie Rollins,852-44-6318,1947-07-14,Wallace-Williams,Eric Barnes,45566,LA,B,26,Anos,07:49:01,11:48:26,C02,Não,"Your mother attack say skill. Bad mother no smile hit wall attack. Table day special well public.
Magazine sound world just size later. Left letter social community.",Pronto-Socorro,Recepção A,Pediatria
Stephanie Skinner,522-29-6495,1992-02-28,"Ramsey, Riggs and Wagner",Michael Wall,44438,AR,A,19,Anos,18:07:19,00:46:07,A00,Não,"Glass near themselves early science similar practice. Future teach treatment growth film.
Whose enjoy seek send single figure list.",Clínica,Recepção A,Cardiologia
Madison Hull,019-40-2350,1962-11-08,Crane and Sons,Tina Miller,29528,DC,B,21,Dias,23:59:22,02:14:45,C02,Sim,"Important series alone all. Pick two success catch. Goal finally myself down their floor region.
Though great share able food new. Hit present per knowledge. Total suggest sister phone rich wrong.",Clínica,Recepção B,Pediatria
Christopher Mendoza,373-43-7953,1937-10-22,Ortega-Harmon,Deborah Morgan,19697,TX,C,19,Meses,05:54:32,05:05:49,C02,Não,"End make when western try color. Argue Democrat glass strong. Stop seven turn form because.
Teach any simply American notice turn soon. Take both compare site.
Reveal better grow scene sign face.",Pronto-Socorro,Recepção A,Pediatria
Ebony Brock,172-17-5565,1971-02-12,Berry Group,Patrick Rice,92303,CO,A,28,Anos,05:08:06,18:19:11,A00,Não,"Decide ever hot player ok might. Today meet lose score. Radio week various space.
Write scientist even turn forward large wind. Fast be until. Note pretty save off base bill real.",Pronto-Socorro,Recepção C,Pediatria
Edward Farrell,244-82-5723,1971-04-13,Leonard LLC,Derek Hernandez,97758,VA,B,22,Anos,23:50:32,09:02:47,A00,Sim,"Attorney special television. Western environmental begin it large.
Personal man after benefit authority. Man research condition site outside specific break.",Clínica,Recepção B,Ortopedia
Arthur Rivera,026-38-0766,1988-10-18,Brown-Martinez,Michael Johnson,48421,CO,A,29,Dias,05:08:14,17:24:15,C02,Não,"Action per road. Yard describe yes strategy. Conference hour community economic field.
Appear grow life interview learn try. Only example put hotel air.",Pronto-Socorro,Recepção B,Cardiologia
Erin Mcknight,042-44-4160,1961-03-02,Jenkins Inc,Isaac Thomas,54031,FL,C,19,Anos,21:44:47,18:05:46,B01,Não,"Pattern company age remember whole various. Do city provide accept he item. Mr here evening while.
Soon environmental summer Democrat hear enough seat. Year this anyone director change.",Clínica,Recepção B,Cardiologia
Lynn Gill,363-18-4750,1968-05-27,Barton-Hanson,Michael Randall,12454,UT,C,17,Anos,07:42:26,21:30:58,C02,Sim,"Sit by toward affect create outside. People show leader though whether federal that go. Yes measure late alone civil century less.
Certain what military watch age how woman. Born race grow member.",Pronto-Socorro,Recepção B,Ortopedia
Kevin Ortiz,214-35-6859,2005-11-13,Lee and Sons,Jenna Franklin,36454,TN,C,30,Anos,12:36:04,06:22:36,C02,Sim,"Particularly total high strong voice. Base front ground box.
Population low station method difficult region once. Why left agreement lawyer create site moment.",Hospital,Recepção C,Cardiologia
Tyler Dean,453-92-7953,2021-03-21,Vincent-Thomas,Donald Lewis,23135,VA,A,16,Dias,16:58:57,11:46:09,B01,Sim,"Fill yourself many animal standard bit address. Learn assume cause establish.
Effect real economic notice beautiful. Exist performance action woman ball.
Whether shoulder dream green value write.",Pronto-Socorro,Recepção B,Pediatria
Judy Mills DDS,624-52-8321,1988-12-22,"Barron, Andrews and Atkinson",Dr. Michael Stone,71414,HI,C,6,Anos,03:14:40,22:54:42,C02,Não,"Vote indeed picture lead skin. Into yeah family good score.
Sure about leader computer public. Gas better picture door challenge gun speech. Strong of structure.",Hospital,Recepção B,Ortopedia
Susan Huffman,105-49-4316,2013-11-29,Shepherd-Sharp,Ricky Conley,42141,UT,C,13,Anos,06:44:48,01:30:00,A00,Não,Window law drop voice article cup watch. Might serious man growth. Hard center take international.,Pronto-Socorro,Recepção A,Ortopedia
Daniel Ruiz,031-66-6427,1910-08-04,Larsen Ltd,Stacy Wood,41778,PR,C,11,Anos,16:56:21,23:40:51,B01,Não,"Within road nation strategy both threat. Want religious day. Space sure type.
Chance from office course report since. Station young allow. Something lead Republican think speak argue.",Pronto-Socorro,Recepção C,Cardiologia
Maria Brennan,247-74-9661,1981-10-04,Wade Inc,John Moss,61964,PA,C,25,Meses,00:56:22,11:57:02,C02,Sim,Thus evening term doctor citizen. Finally move young actually. First television camera.,Clínica,Recepção C,Cardiologia
Margaret Davis,526-78-8297,1944-07-11,"Goodman, Tucker and Madden",Jeanne Mcmahon,97492,GA,B,26,Anos,23:43:00,11:58:31,B01,Sim,"Care son form east add. Out interesting American glass ago. Trade next discover.
Image report finally each clear. Executive message put wonder market your check. Focus least same result.",Pronto-Socorro,Recepção B,Pediatria
Kyle Small,863-04-5328,1980-02-23,"Moore, Acosta and Rocha",Bruce Dominguez,46425,GA,C,21,Anos,12:09:13,02:01:30,A00,Sim,"Edge ago meeting dream arrive develop back. Ball power available ball. Operation itself left down.
Fast set free piece. Toward job movement yard tax.",Hospital,Recepção A,Ortopedia
Crystal Christian MD,751-22-2211,2018-09-22,"Harrison, Hendrix and Roberts",Theresa Mccoy,91456,GA,C,28,Meses,12:25:43,18:55:10,A00,Sim,"Town energy fire group. Produce head office challenge also finish.
Republican side bank night. These rest glass increase another. Piece fear ever news realize model raise.",Hospital,Recepção A,Pediatria
Kenneth Dawson,345-26-8036,1945-07-02,Whitehead LLC,Samantha Harvey,40352,UT,A,16,Anos,16:06:07,09:43:57,A00,Sim,Agreement bad likely. Team development difference above. Especially other if someone until goal.,Hospital,Recepção C,Pediatria
Brenda Smith,381-76-9104,1915-09-25,Morrison-Perez,Jason Lewis,14323,NJ,C,16,Meses,18:06:01,08:45:44,C02,Sim,"Art unit machine training shake model laugh. Role spring audience participant. Total value trade push last.
Put if indicate wait again.
Author economic civil part. Into we soon sometimes meeting.",Hospital,Recepção A,Cardiologia
Cassandra Zuniga,758-79-0889,1977-11-04,Jones-Middleton,Joseph Castillo,20751,AK,B,2,Dias,04:42:04,20:15:06,C02,Sim,"Speech garden relate who already southern move perhaps. Require participant pretty including growth near particularly.
Price law dark tree.
If leader institution. Appear air news information.",Clínica,Recepção A,Cardiologia
Amanda Barton,722-78-9273,1928-11-27,Clark Inc,Deborah Smith,25989,GA,A,22,Anos,02:04:22,04:17:43,B01,Não,Writer technology interview message guess worry. Tree everyone recently surface animal film shake throw.,Hospital,Recepção A,Cardiologia
Jeffrey Thomas,616-98-3700,1911-05-24,Marshall Ltd,Melissa Johnson,37799,IA,A,11,Anos,23:07:41,12:17:40,B01,Não,"College live reduce behind late enjoy ability. Beat social sometimes build. Machine action individual.
Usually career entire ability collection others. Memory accept to group room stand simple.",Clínica,Recepção C,Cardiologia
Justin Mccall,623-48-4631,1964-06-22,Robinson-Ray,Andrea Ramos,52516,NC,A,2,Dias,14:38:44,23:50:32,B01,Sim,"Catch politics pick science account. Marriage age knowledge house apply clear push. Rest left process court. Center fast wind camera lot technology.
Join case yourself southern.",Pronto-Socorro,Recepção B,Pediatria
Daniel White,185-70-7145,1935-07-09,Rogers Ltd,Matthew Smith,37366,IA,A,10,Meses,22:31:11,21:36:29,B01,Sim,Available measure the kind no be. Probably develop item what these. Drive film without ok word character.,Hospital,Recepção C,Pediatria
Adrian Hill,557-46-2219,1958-03-10,Parker LLC,Kristine Valencia,32307,PA,A,15,Anos,03:32:20,13:24:38,A00,Sim,Concern wind eye. Article southern though five real information your. Both dream Mr.,Clínica,Recepção C,Ortopedia
Sarah Wood,296-73-8271,2002-04-13,Hill Group,Sheri Ortiz,29415,MI,C,2,Dias,15:05:46,01:04:09,A00,Não,"Security probably let policy. Term must continue again. Officer tree particular like fall their American.
Remember lose so become political. Somebody out former budget Congress better development.",Clínica,Recepção C,Cardiologia
Walter Clayton,426-94-8564,1986-08-02,"Rodriguez, Zimmerman and Velasquez",Erik Gillespie,59291,MS,A,18,Anos,21:39:36,21:42:04,A00,Sim,"Clear so expert although about. Spend green glass book process method speak. Allow consider young point.
Goal exactly my eye here. Amount manager inside.",Clínica,Recepção B,Pediatria
Jeffrey Williams,373-30-9800,2006-02-25,Parker Ltd,Steven Contreras,97920,PW,C,29,Anos,20:02:17,02:54:15,A00,Sim,Look Republican company pass back. Reveal watch rock.,Hospital,Recepção A,Ortopedia
Tina Turner,819-30-1285,1947-12-08,"Morales, Osborn and Alvarez",Joseph Glover,39322,MO,A,29,Anos,03:02:43,10:22:38,B01,Sim,According us somebody some adult organization see. They economic certain method across. Trade how stuff.,Pronto-Socorro,Recepção C,Ortopedia
Vanessa Holmes,473-67-0646,1919-01-21,"Chan, Avila and Kim",Tyler Carter,34977,GA,C,14,Anos,16:01:15,18:00:05,B01,Não,"Section economy safe arrive growth. Product style international scene cold however.
Marriage effort low situation position new. Measure local hour than beautiful work. Doctor the thank concern woman.",Pronto-Socorro,Recepção A,Cardiologia
Monica Jones,193-40-9096,2005-07-20,"Pugh, Gordon and Peck",Dawn Jacobson,41221,CT,A,22,Meses,22:52:17,05:32:45,A00,Sim,Than understand believe worker show. Quite sport data maybe by. Room analysis into improve store hand.,Pronto-Socorro,Recepção C,Pediatria
